County,State,Temp,Temp Anomaly (1901-2000 base period),Temp 1901-2000 Mean,Precipitation,Prec Anomaly (1901-2000 base period),Prec 1901-2000 Mean,Z Palmer Index,Z Anomaly (1901-2000 base period),Z 1901-2000 Mean
Harrison ,Texas,67.2,2,65.2,65.97,18.91,47.06,1.28,1.27,0.01
Hartley ,Texas,58.5,3.1,55.4,15.55,-1.83,17.38,-0.63,-0.76,0.13
Haskell ,Texas,67.5,3.9,63.6,27.26,3.11,24.15,0.01,0.05,-0.05
Hays ,Texas,70.8,3.9,66.9,26.58,-6.42,33,-0.98,-0.93,-0.05
Hemphill ,Texas,62.3,4.6,57.7,21.7,-0.73,22.43,-0.44,-0.59,0.15
Henderson ,Texas,67.7,2.6,65.1,51.96,11.06,40.9,0.92,0.95,-0.03
Hidalgo ,Texas,77.4,3.7,73.8,24.46,1.69,22.77,-0.57,-0.47,-0.11
Hill ,Texas,68.8,3,65.8,45.89,11.09,34.8,0.49,0.53,-0.04
Hockley ,Texas,62.3,3.5,58.8,16.31,-1.99,18.3,-0.67,-0.74,0.08
Hood ,Texas,68.6,3.6,65.1,38.28,7.13,31.15,0.16,0.22,-0.06
Hopkins ,Texas,66.8,3.2,63.5,54.96,12.43,42.53,0.65,0.73,-0.07
Houston ,Texas,68.4,2.2,66.2,59.45,15.26,44.19,1.12,1.09,0.03
Howard ,Texas,67.1,3.6,63.4,16.38,-2.22,18.6,-0.89,-0.99,0.1
Hudspeth ,Texas,64.4,3.9,60.5,4.99,-5.36,10.35,-1.7,-1.74,0.04
Hunt ,Texas,67.4,3.9,63.5,53.52,13.04,40.48,0.5,0.55,-0.06
Hutchinson ,Texas,62.6,4.8,57.8,18.35,-1.05,19.4,-0.57,-0.69,0.12
Irion ,Texas,68.1,4.3,63.9,17.18,-2.92,20.1,-0.96,-1,0.05
Jack ,Texas,66.9,3.5,63.4,34.41,4.29,30.12,0.21,0.25,-0.04
Jackson ,Texas,73.3,4.3,69,37.33,-2.6,39.93,-0.63,-0.64,0.01
Jasper ,Texas,68.8,2.6,66.1,72.73,18.42,54.31,0.77,0.86,-0.1
Jeff Davis ,Texas,64.4,4.3,60.1,7.02,-7.84,14.86,-1.97,-1.98,0.01
Jefferson ,Texas,71.3,3.4,68,60.34,7.7,52.64,0.1,0.16,-0.05
Jim Hogg ,Texas,76.5,4.3,72.1,19.14,-2.71,21.85,-0.88,-0.83,-0.05
Jim Wells ,Texas,75,3.7,71.3,21.82,-4.53,26.35,-1.01,-0.98,-0.03
Johnson ,Texas,68.4,3.1,65.3,40.06,6.58,33.48,0.11,0.14,-0.03
Jones ,Texas,67.3,3.4,63.9,27.58,3.97,23.61,-0.04,-0.01,-0.03
Karnes ,Texas,73,3.4,69.5,24.92,-5.3,30.22,-0.87,-0.84,-0.03
Kaufman ,Texas,67.9,2.8,65.1,52.34,13.05,39.29,0.86,0.87,-0.01
Kendall ,Texas,69.6,3.6,66,25.6,-5.66,31.26,-1,-0.97,-0.03
Kenedy ,Texas,76.2,3.9,72.3,27.84,2.26,25.58,-0.45,-0.48,0.02
Kent ,Texas,66.8,3.9,62.9,23.82,2.98,20.84,0.08,0.05,0.03
Kerr ,Texas,68.2,3.6,64.6,23.99,-4.64,28.63,-1.09,-1.07,-0.02
Kimble ,Texas,68.4,4.3,64.1,23.36,-2.4,25.76,-0.91,-0.92,0
King ,Texas,66.7,3.9,62.8,24.85,2.15,22.7,0.64,0.6,0.05
Kinney ,Texas,73.7,4.9,68.8,14.56,-7.12,21.68,-1.48,-1.48,-0.01
Kleberg ,Texas,75.8,4.3,71.4,22.38,-4.48,26.86,-1.17,-1.23,0.07
Knox ,Texas,67.2,3.9,63.3,27.82,3.7,24.13,0.59,0.59,0
Lamar ,Texas,66.2,3.2,63,51.68,7.6,44.08,0.16,0.22,-0.06
Lamb ,Texas,61.1,3.4,57.7,16.84,-1.7,18.54,-0.59,-0.72,0.13
Lampasas ,Texas,68.9,3.5,65.4,28.94,-0.61,29.55,-0.51,-0.49,-0.02
La Salle ,Texas,74.5,3.7,70.9,18.79,-3.42,22.21,-1.01,-0.98,-0.03
Lavaca ,Texas,73.6,5.1,68.5,30.1,-7.59,37.69,-1.12,-1.12,0
Lee ,Texas,71.4,4.3,67,37.68,1.43,36.25,0.06,0.1,-0.04
Leon ,Texas,68.8,2.7,66.1,52.37,11.68,40.69,0.74,0.75,-0.01
Liberty ,Texas,71,3.3,67.7,63.83,13.95,49.88,0.58,0.58,0
Limestone ,Texas,69,3.2,65.7,42.6,5.28,37.32,-0.01,0.03,-0.04
Lipscomb ,Texas,61.1,4.1,57,21.07,-0.77,21.84,-0.39,-0.51,0.12
Live Oak ,Texas,73.7,3.1,70.6,21.86,-5.06,26.92,-0.87,-0.85,-0.02
Llano ,Texas,69.8,3.8,66,29.58,1.17,28.41,-0.28,-0.25,-0.03
Loving ,Texas,67.7,4.1,63.5,4.87,-6.7,11.57,-1.74,-1.75,0.01
Lubbock ,Texas,63.4,4.1,59.3,18.82,-0.18,19,-0.52,-0.59,0.07
Lynn ,Texas,64.4,3.7,60.7,16.67,-1.96,18.63,-0.52,-0.6,0.08
McCulloch ,Texas,68.6,4.1,64.5,24.38,-1.3,25.68,-0.69,-0.69,0.01
McLennan ,Texas,69.1,3.3,65.8,40.5,6.82,33.68,0.05,0.06,-0.01
McMullen ,Texas,73.9,3.2,70.7,20.13,-3.76,23.89,-0.83,-0.8,-0.03
Madison ,Texas,69.4,2.7,66.7,54.82,13.45,41.37,0.81,0.82,-0.01
Marion ,Texas,66.8,2,64.8,61.82,14.9,46.92,1.01,0.99,0.02
Martin ,Texas,66.3,3.4,62.9,13.91,-2.79,16.7,-1.03,-1.08,0.05
Mason ,Texas,69.1,4.1,65,25.77,-0.98,26.75,-0.61,-0.62,0.01
Matagorda ,Texas,72.9,3.8,69.1,47.74,5.25,42.49,-0.06,-0.05,0
Maverick ,Texas,74.8,4.4,70.4,13.74,-6.78,20.52,-1.47,-1.4,-0.08
Medina ,Texas,72.1,3.8,68.3,15.66,-11.94,27.6,-1.77,-1.74,-0.03
Menard ,Texas,68,4.4,63.6,21.61,-3.74,25.35,-1.08,-1.06,-0.01
Midland ,Texas,67.1,3.8,63.3,11.66,-3.8,15.46,-1.24,-1.25,0
Milam ,Texas,70.3,4,66.2,35.08,0.16,34.92,-0.26,-0.24,-0.03
Mills ,Texas,68.4,3.8,64.7,29.22,1.07,28.15,-0.34,-0.34,0
Mitchell ,Texas,67.8,4.2,63.5,18.33,-2.23,20.56,-0.96,-1.02,0.05
Montague ,Texas,66.7,3.5,63.2,40.57,8.1,32.47,0.49,0.51,-0.02
Montgomery ,Texas,71.2,3.6,67.5,59.84,13.75,46.09,0.51,0.54,-0.03
Moore ,Texas,60.7,4.1,56.6,15.34,-3.19,18.53,-0.77,-0.86,0.1
Morris ,Texas,66.9,3.1,63.8,55.47,9.75,45.72,0.43,0.49,-0.06
Motley ,Texas,64.7,3.5,61.2,21.8,0.28,21.52,0.14,-0.02,0.17
Nacogdoches ,Texas,68.2,2.6,65.6,68.88,21.28,47.6,1.44,1.42,0.02
Navarro ,Texas,69,3.2,65.8,43.28,5.74,37.54,0.05,0.08,-0.03
Newton ,Texas,68.9,2.8,66.1,71.75,16.12,55.63,0.57,0.66,-0.1
Nolan ,Texas,67.1,4.3,62.8,22.63,-0.51,23.14,-0.78,-0.75,-0.03
Nueces ,Texas,75.4,4.2,71.2,24.46,-4.28,28.74,-1.1,-1.13,0.03
Ochiltree ,Texas,61.1,4.2,56.9,22.52,2.09,20.43,-0.06,-0.19,0.13
Oldham ,Texas,60.1,3.5,56.6,15.73,-2.04,17.77,-0.75,-0.87,0.12
Orange ,Texas,70.8,3.4,67.4,62.16,6.99,55.17,0.05,0.14,-0.09
Palo Pinto ,Texas,68.2,3.9,64.2,34.1,4.59,29.51,0.08,0.11,-0.03
Panola ,Texas,67.7,2.3,65.4,67.56,19.96,47.6,1.43,1.41,0.02
Parker ,Texas,68,3.4,64.5,34.11,2.27,31.84,-0.2,-0.18,-0.03
Parmer ,Texas,60.5,4.4,56.1,17.14,-0.68,17.82,-0.56,-0.71,0.16
Pecos ,Texas,68.1,4.3,63.8,7.59,-5.94,13.53,-1.68,-1.69,0.01
Polk ,Texas,69.4,2.7,66.7,70.35,20.5,49.85,1.22,1.22,0
Potter ,Texas,61.6,4.5,57,16.72,-2.3,19.02,-0.81,-0.92,0.1
Presidio ,Texas,67.9,4.4,63.5,5.82,-7.6,13.42,-2,-2.01,0.01
Rains ,Texas,67.1,3.2,63.9,57.75,16.74,41.01,1.1,1.16,-0.06
Randall ,Texas,61.1,4.5,56.6,18.83,-0.93,19.76,-0.6,-0.72,0.12
Reagan ,Texas,67.9,4.3,63.6,13.32,-4.25,17.57,-1.22,-1.24,0.02
Real ,Texas,69.6,4.2,65.4,17.63,-9.44,27.07,-1.61,-1.61,0
Red River ,Texas,66,3.3,62.7,58.34,12.26,46.08,0.52,0.56,-0.05
Reeves ,Texas,68.2,4.5,63.7,5.38,-6.15,11.53,-1.72,-1.7,-0.02
Refugio ,Texas,74.1,3.8,70.2,25.27,-8.55,33.82,-1.38,-1.38,-0.01
Roberts ,Texas,62.6,5,57.6,22.92,2.01,20.91,-0.19,-0.35,0.15
Robertson ,Texas,69.7,3.4,66.3,40.27,2.71,37.56,-0.16,-0.14,-0.03
Rockwall ,Texas,68,3.6,64.4,48.72,9.76,38.96,0.34,0.4,-0.06
Runnels ,Texas,68.1,4,64.2,28.96,5.07,23.89,-0.07,-0.04,-0.02
Rusk ,Texas,67.5,2.2,65.3,63.1,17.44,45.66,1.22,1.23,-0.01
Sabine ,Texas,68,2.6,65.4,73.8,21.69,52.11,1.15,1.19,-0.04
San Augustine ,Texas,68,2.4,65.6,71.4,20.7,50.7,1.21,1.22,0
San Jacinto ,Texas,70,2.8,67.2,65.14,17.24,47.9,0.88,0.9,-0.02
San Patricio ,Texas,74.6,3.7,70.9,24.1,-6.57,30.67,-1.24,-1.24,0
San Saba ,Texas,69.1,4,65.1,28.44,0.79,27.65,-0.36,-0.37,0.01
Schleicher ,Texas,67.9,4.2,63.7,17.85,-4.26,22.11,-1.11,-1.14,0.03
Scurry ,Texas,66.7,3.9,62.8,21.04,0.43,20.61,-0.48,-0.54,0.06
Shackelford ,Texas,67.6,3.6,64,29.72,4.05,25.67,0.08,0.09,-0.02
Shelby ,Texas,67.8,2.5,65.3,72.54,23.43,49.11,1.53,1.51,0.02
Sherman ,Texas,59.5,3.5,56,17.46,-0.33,17.79,-0.29,-0.39,0.1
Smith ,Texas,67.1,2.5,64.7,56.21,12.87,43.34,0.83,0.92,-0.09
Somervell ,Texas,68.8,3.5,65.3,42.2,10.94,31.26,0.47,0.54,-0.07
Starr ,Texas,77.6,4.2,73.4,19.88,-0.29,20.17,-0.7,-0.63,-0.06
Stephens ,Texas,67.6,3.7,63.9,32.96,6.03,26.93,0.4,0.4,-0.01
Sterling ,Texas,67.8,4.4,63.4,16.91,-3.27,20.18,-1.03,-1.06,0.03
Stonewall ,Texas,67.3,3.9,63.4,27.01,4.66,22.35,0.39,0.4,-0.02
Sutton ,Texas,68.8,4.6,64.1,17.04,-5.56,22.6,-1.35,-1.37,0.02
Swisher ,Texas,61.4,4,57.5,19.54,-0.43,19.97,-0.4,-0.59,0.19
Tarrant ,Texas,68.7,3.4,65.3,37.01,3.49,33.52,-0.14,-0.13,-0.02
Taylor ,Texas,67.2,3.7,63.5,29.61,5.38,24.23,0.04,0.07,-0.04
Terrell ,Texas,70.3,4.2,66.1,9.8,-3.92,13.72,-1.31,-1.34,0.03
Terry ,Texas,63.7,3.6,60.1,13.69,-3.82,17.51,-0.67,-0.75,0.08
Throckmorton ,Texas,67.7,4,63.7,28.95,2.8,26.15,0.08,0.1,-0.03
Titus ,Texas,67.1,3.6,63.5,57.68,12.73,44.95,0.61,0.68,-0.07
Tom Green ,Texas,68.3,3.9,64.4,20.38,-1.66,22.04,-0.79,-0.82,0.02
Travis ,Texas,70.8,3.7,67.1,26.59,-6.17,32.76,-0.72,-0.72,0
Trinity ,Texas,69,2.5,66.5,64.81,18,46.81,1.21,1.17,0.03
Tyler ,Texas,68.9,2.6,66.3,74.86,22.52,52.34,1.19,1.22,-0.03
Upshur ,Texas,67,2.6,64.4,58.53,14.17,44.36,0.86,0.93,-0.07
Upton ,Texas,68.2,3.8,64.3,9.79,-5.35,15.14,-1.37,-1.38,0.01
Uvalde ,Texas,72.5,4,68.4,13.59,-11.98,25.57,-1.77,-1.76,-0.01
Val Verde ,Texas,72,4.6,67.5,11.28,-6.86,18.14,-1.53,-1.53,0
Van Zandt ,Texas,67.2,2.8,64.4,58.05,16.82,41.23,1.26,1.32,-0.06
Victoria ,Texas,73.6,4.2,69.4,31.67,-5.07,36.74,-0.93,-0.94,0.01
Walker ,Texas,69.5,2.5,67,62.61,18.67,43.94,1.2,1.21,-0.01
Waller ,Texas,72.2,4.3,67.9,47.46,5.18,42.28,0.05,0.09,-0.04
Ward ,Texas,68.8,4.4,64.4,5.45,-6.19,11.64,-1.67,-1.68,0.01
Washington ,Texas,71.8,4.3,67.5,43.52,4.45,39.07,0.12,0.11,0.01
Webb ,Texas,75.8,4.2,71.6,15.96,-4.68,20.64,-1.26,-1.2,-0.05
Wharton ,Texas,73.1,4.3,68.7,42.62,1,41.62,-0.22,-0.26,0.04
Wheeler ,Texas,63,4.6,58.4,23.14,-0.17,23.31,-0.33,-0.49,0.16
Wichita ,Texas,66.9,3.9,63,31.4,3.18,28.22,0.26,0.27,-0.01
Wilbarger ,Texas,66.7,3.9,62.7,24.65,-1.38,26.03,-0.23,-0.28,0.06
Willacy ,Texas,76.7,3.5,73.1,31.52,6.5,25.02,-0.03,0.03,-0.06
Williamson ,Texas,70.2,3.9,66.4,29.52,-3.48,33,-0.52,-0.5,-0.02
Wilson ,Texas,72.7,3.5,69.1,23.55,-6.3,29.85,-1.03,-0.98,-0.05
Winkler ,Texas,67.6,4.3,63.3,5.62,-6.84,12.46,-1.75,-1.76,0.01
Wise ,Texas,67.5,3.5,63.9,37.45,5.1,32.35,0.17,0.18,0
Wood ,Texas,67.1,3.2,64,58.51,16.2,42.31,1.06,1.14,-0.08
Yoakum ,Texas,63.1,4,59,9.74,-7.16,16.9,-1.43,-1.5,0.07
Young ,Texas,67.3,3.7,63.6,32.1,4.3,27.8,0.22,0.24,-0.01
Zapata ,Texas,77.6,4.6,73,14.67,-4.26,18.93,-1.23,-1.17,-0.05
Zavala ,Texas,73.9,3.8,70.1,14.29,-8.06,22.35,-1.51,-1.45,-0.06
Beaver ,Utah,51.4,3.6,47.8,11.02,-1.52,12.54,-0.86,-1,0.15
Box Elder ,Utah,50.2,3.2,47,11.02,-0.99,12.01,-0.4,-0.42,0.02
Cache ,Utah,45.7,3.2,42.5,26.13,-1.79,27.92,-0.54,-0.61,0.07
Carbon ,Utah,46.4,3,43.4,13.03,-1.66,14.69,-0.72,-0.8,0.08
Daggett ,Utah,43.1,2.6,40.5,13.75,-1.32,15.07,-0.76,-0.82,0.07
Davis ,Utah,51.3,3.4,48,23.94,-1.36,25.3,-0.57,-0.63,0.05
Duchesne ,Utah,43.5,3.2,40.2,15.51,-2.22,17.73,-0.85,-0.99,0.13
Emery ,Utah,52.2,3.2,49.1,8.99,-0.39,9.38,-0.47,-0.61,0.14
Garfield ,Utah,50.9,3.5,47.3,10.88,-2.14,13.02,-0.92,-1.02,0.1
Grand ,Utah,53.1,3.8,49.3,9.69,-2.18,11.87,-1.02,-1.26,0.24
Iron ,Utah,51.4,3.8,47.6,10.02,-4.51,14.53,-1.41,-1.58,0.17
Juab ,Utah,52.1,2.9,49.2,10.63,-1.04,11.67,-0.59,-0.76,0.17
Kane ,Utah,54.6,3.3,51.2,8.55,-3.6,12.15,-1.27,-1.39,0.12
Millard ,Utah,53.1,3.3,49.9,10.48,0.65,9.83,-0.24,-0.37,0.13
Morgan ,Utah,45.6,3,42.6,23.79,-2.21,26,-0.6,-0.68,0.09
Piute ,Utah,46.2,3.7,42.5,15.45,-1.49,16.94,-0.78,-0.88,0.1
Rich ,Utah,42.1,2.7,39.4,14.62,-2.09,16.71,-0.66,-0.82,0.15
Salt Lake ,Utah,51.3,3.6,47.7,20.52,-1.54,22.06,-0.7,-0.78,0.08
San Juan ,Utah,55.1,3.4,51.7,8.2,-2.47,10.67,-1.1,-1.26,0.16
Sanpete ,Utah,46.2,3.1,43.1,19.14,-0.33,19.47,-0.33,-0.45,0.11
Sevier ,Utah,46.9,3,43.9,16.2,-0.07,16.27,-0.35,-0.45,0.1
Summit ,Utah,40.3,2.6,37.8,24.29,-2.59,26.88,-0.66,-0.83,0.17
Tooele ,Utah,52.6,2.7,49.9,8.09,-2.12,10.21,-0.84,-0.96,0.12
Uintah ,Utah,48.2,3.9,44.3,10.24,-1.92,12.16,-1.02,-1.19,0.17
Utah ,Utah,48.9,3.2,45.7,17.88,-1.14,19.02,-0.61,-0.72,0.11
Wasatch ,Utah,42.9,2.8,40,23.29,-1.75,25.04,-0.56,-0.66,0.1
Washington ,Utah,58.5,3.6,54.9,9.14,-5.96,15.1,-1.45,-1.62,0.18
Wayne ,Utah,53.5,3.9,49.6,8.74,-0.48,9.22,-0.6,-0.75,0.15
Weber ,Utah,47.8,3.1,44.7,24.68,-2.15,26.83,-0.59,-0.66,0.07
Addison ,Vermont,47.1,4.4,42.7,40.85,2.66,38.19,0.13,0.21,-0.08
Bennington ,Vermont,45.9,4.4,41.5,45.51,-0.06,45.57,-0.41,-0.27,-0.14
Caledonia ,Vermont,44.5,4.3,40.2,47.15,6.78,40.37,0.53,0.62,-0.09
Chittenden ,Vermont,47.9,5.3,42.6,42.18,3.89,38.29,0.19,0.2,-0.01
Essex ,Vermont,43.2,4.1,39.1,48.32,6.4,41.92,0.46,0.55,-0.09
Franklin ,Vermont,47.1,5.2,41.9,45.25,3.51,41.74,0.02,0.08,-0.06
Grand Isle ,Vermont,49,5.2,43.8,37.03,2.32,34.71,-0.22,-0.16,-0.06
Lamoille ,Vermont,45.1,5,40.1,48.76,5.18,43.58,0.26,0.27,-0.01
Orange ,Vermont,45.7,4.4,41.2,40.24,0.92,39.32,-0.13,-0.06,-0.07
Orleans ,Vermont,44,4.3,39.7,50.66,7.13,43.53,0.49,0.56,-0.07
Rutland ,Vermont,46.2,4.2,42,37.77,-3.28,41.05,-0.94,-0.85,-0.09
Washington ,Vermont,45.3,4.7,40.5,45.48,5.03,40.45,0.34,0.39,-0.05
Windham ,Vermont,46.9,4.2,42.7,43.26,-2.85,46.11,-0.7,-0.6,-0.1
Windsor ,Vermont,46.4,4.5,41.9,38.31,-3.53,41.84,-1.02,-0.94,-0.08
Accomack ,Virginia,59.1,2.5,56.6,40.23,-1.5,41.73,-0.87,-0.83,-0.04
Albemarle ,Virginia,58.3,3.7,54.6,41.27,-1.23,42.5,-0.65,-0.65,0
Alleghany ,Virginia,54.7,2.4,52.3,39.66,-0.38,40.04,-0.27,-0.3,0.04
Amelia ,Virginia,59,2.2,56.7,43.88,0.82,43.06,-0.25,-0.22,-0.03
Amherst ,Virginia,57.1,2.7,54.4,43.91,-0.77,44.68,-0.51,-0.47,-0.03
Appomattox ,Virginia,58,2.7,55.3,45.94,3.84,42.1,-0.03,-0.02,-0.01
Arlington ,Virginia,58.5,3.6,55,32.91,-8.75,41.66,-1.64,-1.63,-0.01
Augusta ,Virginia,55.3,3.4,51.9,40.06,-0.09,40.15,-0.45,-0.51,0.07
Bath ,Virginia,53.8,2.6,51.2,40.24,-1.41,41.65,-0.44,-0.49,0.05
Bedford ,Virginia,57.7,2.4,55.3,43.39,-0.03,43.42,-0.4,-0.37,-0.03
Bland ,Virginia,53,2.2,50.8,41.37,0.27,41.1,-0.18,-0.34,0.17
Botetourt ,Virginia,56.7,2.3,54.4,39.58,-1.85,41.43,-0.53,-0.53,0
Brunswick ,Virginia,59.8,2.4,57.4,40.6,-3.68,44.28,-0.84,-0.83,-0.02
Buchanan ,Virginia,55.9,2.4,53.5,46.4,1.7,44.7,-0.13,-0.15,0.02
Buckingham ,Virginia,58.7,2.9,55.8,42.67,0.16,42.51,-0.41,-0.4,-0.01
Campbell ,Virginia,57.6,2.3,55.3,44.22,2.14,42.08,-0.15,-0.13,-0.02
Caroline ,Virginia,58.8,2.8,56,36.19,-6.47,42.66,-1.43,-1.43,0
Carroll ,Virginia,54.6,2.9,51.7,46.15,0.29,45.86,-0.4,-0.46,0.06
Charles City ,Virginia,60.5,2.1,58.5,47.32,3.74,43.58,0.08,0.09,-0.02
Charlotte ,Virginia,58.3,2.4,56,47.06,4.58,42.48,0.13,0.15,-0.02
Chesterfield ,Virginia,59.5,2.1,57.4,44.23,1.08,43.15,-0.26,-0.23,-0.03
Clarke ,Virginia,55.8,3.2,52.6,35.2,-2.78,37.98,-0.88,-0.83,-0.05
Craig ,Virginia,54.9,2.7,52.3,38.5,-2.61,41.11,-0.57,-0.64,0.06
Culpeper ,Virginia,57.6,3.4,54.2,35.58,-5.09,40.67,-1.06,-1.07,0.01
Cumberland ,Virginia,58.8,2.6,56.2,43.75,1,42.75,-0.28,-0.28,0
Dickenson ,Virginia,55.6,2,53.5,43.85,-0.14,43.99,-0.27,-0.29,0.03
Dinwiddie ,Virginia,59.6,2.1,57.5,43.25,-0.39,43.64,-0.39,-0.35,-0.04
Essex ,Virginia,59,2.2,56.8,38.95,-4.06,43.01,-0.99,-0.95,-0.03
Fairfax ,Virginia,58.3,3.7,54.6,31.32,-9.7,41.02,-1.88,-1.88,0
Fauquier ,Virginia,57,3.6,53.4,33.31,-6.82,40.13,-1.45,-1.44,-0.01
Floyd ,Virginia,53.8,2.8,51,42.39,-2.72,45.11,-0.66,-0.65,0
Fluvanna ,Virginia,58.8,3.1,55.6,41.81,-0.53,42.34,-0.49,-0.52,0.02
Franklin ,Virginia,57.8,2.6,55.2,41.7,-1.71,43.41,-0.57,-0.58,0.01
Frederick ,Virginia,54.9,3,52,34.67,-2.21,36.88,-0.88,-0.8,-0.08
Giles ,Virginia,54.3,2.7,51.6,38.17,-2.65,40.82,-0.53,-0.64,0.11
Gloucester ,Virginia,60.4,2.4,58,46.11,2.03,44.08,-0.19,-0.19,-0.01
Goochland ,Virginia,58.8,2.7,56.1,42.39,-0.32,42.71,-0.47,-0.49,0.01
Grayson ,Virginia,52.6,2.9,49.7,50.34,4.77,45.57,-0.06,-0.11,0.04
Greene ,Virginia,56.8,3.7,53.1,39.42,-3.37,42.79,-0.83,-0.85,0.02
Greensville ,Virginia,60.2,2.2,58,41.37,-3.34,44.71,-0.82,-0.79,-0.03
Halifax ,Virginia,59,2.5,56.5,46.3,3.3,43,-0.07,-0.04,-0.02
Hanover ,Virginia,59.2,2.6,56.6,41.17,-1.85,43.02,-0.79,-0.77,-0.02
Henrico ,Virginia,59.8,2.3,57.5,43.91,0.81,43.1,-0.45,-0.41,-0.04
Henry ,Virginia,58.7,2.4,56.3,42.11,-3.01,45.12,-0.67,-0.67,0
Highland ,Virginia,51.2,2.7,48.4,39.58,-4.18,43.76,-0.73,-0.77,0.04
Isle of Wight ,Virginia,60.8,2.1,58.7,49.51,3.43,46.08,0.21,0.16,0.06
James City ,Virginia,60.7,2.3,58.4,47.51,3.16,44.35,0.03,0.02,0
King and Queen ,Virginia,59.5,2.3,57.2,43.45,-0.2,43.65,-0.56,-0.51,-0.05
King George ,Virginia,59.2,3.2,56,30.18,-11.63,41.81,-2.01,-2.01,0.01
King William ,Virginia,59.6,2.5,57.2,43.68,0.24,43.44,-0.55,-0.48,-0.06
Lancaster ,Virginia,59.3,2.1,57.1,41.89,-1.63,43.52,-0.76,-0.71,-0.05
Lee ,Virginia,57.2,2.4,54.8,52.79,2.48,50.31,-0.04,-0.08,0.04
Loudoun ,Virginia,57.1,3.8,53.2,32.76,-7.3,40.06,-1.55,-1.54,-0.02
Louisa ,Virginia,58.1,2.9,55.2,39.49,-3.31,42.8,-0.77,-0.79,0.02
Lunenburg ,Virginia,59,2.4,56.6,44.7,1.52,43.18,-0.09,-0.08,-0.01
Madison ,Virginia,56.4,3.5,52.9,38.31,-3.55,41.86,-0.83,-0.83,0
Mathews ,Virginia,60.2,2.3,57.9,45.35,1.72,43.63,-0.3,-0.3,0
Mecklenburg ,Virginia,59.8,2.7,57.1,44.61,0.88,43.73,-0.22,-0.21,-0.01
Middlesex ,Virginia,59.7,2.2,57.5,43.78,0.05,43.73,-0.54,-0.49,-0.04
Montgomery ,Virginia,55.6,3,52.6,36.73,-3.58,40.31,-0.79,-0.85,0.06
Nelson ,Virginia,57.4,3.4,54,43.74,-0.55,44.29,-0.53,-0.51,-0.02
New Kent ,Virginia,60,2.3,57.8,46.08,2.29,43.79,-0.19,-0.14,-0.05
Northampton ,Virginia,59.9,2.2,57.7,43.48,1.24,42.24,-0.47,-0.46,0
Northumberland ,Virginia,58.8,2.2,56.6,36.87,-6.05,42.92,-1.27,-1.22,-0.05
Nottoway ,Virginia,59,2.3,56.6,42.97,-0.24,43.21,-0.38,-0.34,-0.04
Orange ,Virginia,57.8,3.2,54.7,36.47,-5.48,41.95,-1.09,-1.12,0.03
Page ,Virginia,55.1,3.5,51.6,37.95,-1.53,39.48,-0.58,-0.58,0
Patrick ,Virginia,56.9,2.5,54.4,46.88,-2.76,49.64,-0.63,-0.61,-0.01
Pittsylvania ,Virginia,58.6,2.2,56.3,43.37,0.26,43.11,-0.26,-0.25,-0.01
Powhatan ,Virginia,59,2.4,56.5,43.58,0.79,42.79,-0.33,-0.32,-0.01
Prince Edward ,Virginia,58.5,2.4,56.1,45.83,3.19,42.64,0.04,0.06,-0.02
Prince George ,Virginia,60.2,1.8,58.4,47.9,4.34,43.56,0.27,0.28,-0.01
Prince William ,Virginia,58.4,3.9,54.5,29.66,-10.87,40.53,-2.1,-2.11,0.01
Pulaski ,Virginia,55.2,2.9,52.3,36.8,-2.93,39.73,-0.61,-0.74,0.13
Rappahannock ,Virginia,55.7,3.3,52.4,37.8,-1.55,39.35,-0.58,-0.52,-0.06
Richmond ,Virginia,58.6,1.9,56.7,37.73,-5.27,43,-1.02,-0.97,-0.04
Roanoke ,Virginia,57.1,2.8,54.3,39.24,-2.54,41.78,-0.62,-0.64,0.02
Rockbridge ,Virginia,56,2.5,53.5,40.88,-0.53,41.41,-0.39,-0.42,0.03
Rockingham ,Virginia,55,3.4,51.6,39.8,0.74,39.06,-0.34,-0.39,0.05
Russell ,Virginia,55.2,2.4,52.8,44.74,0.17,44.57,-0.33,-0.38,0.05
Scott ,Virginia,57.3,2.5,54.9,47.18,0.12,47.06,-0.28,-0.36,0.08
Shenandoah ,Virginia,55.1,3.1,52,35.53,-0.68,36.21,-0.5,-0.47,-0.03
Smyth ,Virginia,53.6,2.5,51,46.94,2.04,44.9,-0.21,-0.25,0.05
Southampton ,Virginia,60.6,2.2,58.4,46.4,0.27,46.13,-0.26,-0.25,-0.01
Spotsylvania ,Virginia,58,3.1,54.9,33.91,-8.49,42.4,-1.56,-1.6,0.04
Stafford ,Virginia,58.7,3.7,55,29.43,-11.87,41.3,-2.09,-2.14,0.05
Surry ,Virginia,60.6,2.1,58.5,48.99,4.46,44.53,0.29,0.26,0.03
Sussex ,Virginia,60.3,2.2,58.1,46.69,2.1,44.59,-0.06,-0.04,-0.02
Tazewell ,Virginia,53,2.3,50.7,47.43,2.13,45.3,-0.09,-0.17,0.08
Warren ,Virginia,55.2,2.9,52.2,36.97,0.04,36.93,-0.45,-0.38,-0.08
Washington ,Virginia,55.8,2.5,53.4,46.44,1.73,44.71,-0.2,-0.26,0.05
Westmoreland ,Virginia,58.7,2.3,56.4,33.28,-9.08,42.36,-1.54,-1.51,-0.04
